review,sentiment
i don t want to write too much about the film but basically it s an action comedy with a little bit of romance thrown in about two men who come together in unlikely circumstances and become highway men together fantastic performance by robert carlysle and everybody else involved a brilliant baddy who really makes you hate him some great comical lines actually laugh out loud amazing action and a great plot choice of music and ambiance all fantastic basically brilliantly directed and brilliants written i recommend this film to anyone who likes a good british movie or a good bit of action i don t know why the film never took off i thought it got no where near as much recognition as it deserved if for nothing else watch this film for one of the greatest finale s of all time not to give anything away but this one really get s the heart beating,1
on the surface this movie would appear to deal with the psychological process called individuation that is how to become a true self by embracing the so called dark side of human nature thus we have the darkling a classic shadowy devilish creature desperately seeking the company that is recognition of men and the story revolves around the various ways in which this need is handled more or less successfully however if we dig a little deeper we find that what this movie is actually about is how you should relate to your car like you would to any other person in the opening scene the main character male car mechanic fallen from grace is collecting bits and pieces from car wrecks with his daughter when a car wreck nearly smashes the little girl lesson cars are persons embodied with immortal souls and stealing from car wrecks is identical with grave robbery the wicked have disturbed the dead and must be punished just after that another character rubin buys a car wreck intending to repair it and sell it as a once lost now found famous race car and is warned by the salesman lesson just like any other person a car has a unique identity that cannot be altered nor replaced in addition there is the twist that rubin actually sees a hidden quality in what most people would just think of as junk but eventually that quality turns out to be a projection of rubin s own personal greed for more profit lesson thou shalt never treat thy car as a means only but always as an end in itself then we have the scene where the main character is introduced to rubin and more importantly rubin s car the main character s assessment of the car s qualities is not just based on its outer appearance but also by a thorough look inside the engine room lesson a car is not just to be judged by its looks it is what is inside that really counts there is punishment in store for those who do not keep this lesson in mind as we see in the scene where another man tries to sell rubin a fake collector s car this scene by the way also underlines the importance of lesson there are numerous other examples in the movie of the car person theme and i am too tired now to bother citing all of them but the point remains and i guess this is what i m really trying to say that this movie is fun to watch if you have absolutely nothing else to do or if you re a car devotee,0
this movie was rather awful vipul shah s last movie was good this one was just bad although it s a good story and is handled in a great way aatish kapadia who adapted this movie from another gujarati play avjo wahala fari malishu made a good but slow pianful and a half hours to watch there are a lot of flaws in this movie but it s still a entertainer songs are rather bleaked out and don t work well but they re still good overall not a movie you would enthusiastically watch it s still a story to take in to account and it s good if you re the relationship type pretty good movie with loads of flaws and humor that s really not needed even one bit,1
revenge is one of my favorite themes in film moreso the futility of revenge is one of my favorite themes in film having seen gaspar noe s irreversible i was expecting an even more relevant expression of this theme instead this film is a weak half hearted attempt which expressed nothing but the film s lack of conviction and focus spoilers the end scene a gratuitous male on male rape torture scene came across as nothing less than a female revenge rape fantasy however the film doesn t even follow through with this instead the drawn out scene which far exceeds the brutality of the initial rape both in the degree to which it was graphic and to which it was ritualized is crowned with a shot of dawson s face in an expression of either regret or this didn t fix anything while the rape of her rapist is heard continuing in the background my problem with the scene wasn t one of shock but one of confusion as to what such a graphic scene was trying to get across to the audience i mean do we feel bad for the rapist do we rejoice in dawson s revenge are we disgusted by the brutality of it all do we feel dawson s moment of regretful clarity aside from this failing the film is really sort of awkwardly paced with more style than substance character s are thin dialog is monotonous etc normally i try to take films on their own terms but descent didn t really seem to know what those were thumbs down,0
i did not expect to enjoy this in truth i watched it because a friend knew a friend knew a friend who wrote the script but wasn t credited knowing dylan thomas and really being appreciative of his poetry but aware and rather disconcerted by the man i didn t feel i needed to see a twee adaption of his lame bohemian life laid bare and this was not it critical and yet appreciative it was it made me cry kiera knightley was superb even with that slightly strained welsh accent and it is a sad tale that they tell dylan thomas is not the hero as sadly he was not throughout his life and neither really are the so called feisty woman of the pr spiel it is cillian the william of the movie a man that leaves the woman he loves to fight a war that they ignore his challenge to reoonnect with that indifference is what is of real interest to this film and what a beautiful performance from that actor i thiink this film is underrated because it was marketed so badly dylan thomas fans will expect something more from their so very flawed hero and get less and well that is how it was marketed it is not a film about dylan thomas and it is much more interesting for it,1
this movie starts out a little slow but kicks into comedic gear quickly each of the three teenage girls offer their own believable distinct assertive and entertaining personalities i particularly enjoyed the dialog and interaction between keith and lisa if one looked beyond the superficial action that was taking place keith s character treated lisa s deflowering with tenderness and consideration the comic development that followed was also pulled in expertly in my opinion david boreanaz gives a wonderful performance as the adult male who clearly gets himself into more trouble than he can handle dialogue was sharp quick and flowed nicely the director and writer of this film clearly showed how none of the main characters got to claim the moral high ground after all the shenanigans they pulled although the movie appears light on the surface it reflects all the gray areas of becoming an adult human emotions and desire,1
because it is that s why this is the same jealous daughter kills people flick we ve seen a billion times rosanna arquette makes anything worth watching and mandy schaffer s brief nude scene after teasing via scantily clad attire throughout the film at the end almost make this trite blarney worthwhile but not quite out of,0
a battleship is sinking its survivors hanging onto a nearby liferaft sit there doing nothing while we go into each of their minds for a series of long flashbacks even though noel coward s name is the only one that you notice during the credits everything that s cinematic in it is because of lean and on technical terms its very good david lean just knew films from the get go there are many moments where coward s studied dialogue takes a second seat and lean s visual sense takes centre stage try the soldiers getting off the ship near the end and that whole scene the tracking shot towards the hymn singing the scene where we re inside a house that gets bombed noel coward is one of the worst actors i ve ever seen he s totally wooden not displaying emotion character or humanity you can see it in his eyes that he s not really listening to what the other performer is saying he s just waiting for them to finish so he can rush out his own line its episodic a bit repetitive and the flashbacks overwhelm the story there s no central story that they advance just give general insights into the characters still its an interesting film worth a watch and a good debut for lean its not a very deep or penetrating film and its definitely a propaganda film but its also a showcase for lean s editing skills its all about how the pieces are put together,0
i only voted it mainly because hitchcock agreed to direct it he certainly had an off day with predictable plot lines stupid childish characters who are desperately trying to be funny there were twee hygenic sanitised emasculated sex scenes at a time when the hollywood production code was in full force lazy male characters in the film who like soap characters never do a stroke of work for which they are paid it always irritates me when food is usually never eaten by actors one exception was in the eating scene in tom jones although copious amounts of drink are consumed actors have to leave their mouths free for the next line carole lombard certainly fitted hitchcock s cool blond idealised image of a heroine but what ever possessed him to direct this worthless unfunny script he should have stuck to his thrillers it certainly has not worn well over the last years i couldn t wait for it to end as it gradually irritated me no end,0
the movie starts with a spiderman spoof which is your introduction to rick riker played by drake bell of drake josh fame personally i d have given the movie to josh who is much funnier and the rick punchers joke is lifted right out of airplane so the writers were obviously already scraping the barrel for ideas for this film rick s class is on a science trip to the amalgamated genetics lab and this is where we get to meet the st star name in the film brent spiner data in star trek tng playing dr strom rick is bitten by a genetically modified dragonfly which is where his powers come from we meet our next big star names at rick s home his aunt lucille marion ross of happy days fame uncle albert leslie nielson of airplane police squad naked gun fame and we re introduced to carlson on the amalgamated board of directors dan castellaneta from the simpsons who is then very promptly killed we re told rick has slept for days get some cheap crappy sexually orientated scenes designed to get the teen male audience paying attention the stephen hawking lookalike s scene is painful to watch and is really a bad idea that doesn t work and isn t remotely funny we get another spiderman spoof rick catching the girl and all the planets but the movie should end right there as jill was hit in the head by a falling bowling ball which would have broken her skull and killed her stone dead you get to see rick s st powers emerge gripping ability speed then his st rescue which goes very wrong we also get an incest reference which is in very poor taste indeed we get a flashback and a batman spoof in which we discover rick is solely responsible for the death of his parents spoofing spiderman again ricks uncle is shot with jeffrey tambor from hellboy playing the hospital doctor we then get an x men spoof done very badly as patrick stewart is about as white as they come barry bonds is played by yet another lookalike we meet invisible girl played by pamela anderson looking stunning in her costume ricks st outing in his costume once he fixes his ability to see breath through it is another batman spoof the tom cruise youtube interview clip is played by yet another lookalike and not a very good one at that there are lots of modern references like youtube facebook wikipedia all showing that the movie is set in modern day there s a very weak gay joke never a good idea to do those either when jill is helping aunt lucille make thanksgiving dinner and the pissing scene isn t very funny just infantile the aunt farting scene isn t particularly funny just incredibly childish anyone finding it funny must have a mental age of about she s killed and then we have a really bad necrophilia joke is there no topic these people won t try to use to get a cheap laugh out of at her funeral and the even worse cremation joke we get the worst lookalikes in the whole movie prince charles nelson mandela at the awards ceremony and if you didn t already know how infantile or stupidly lowbrow this movie is landers wins the douchebag of the year award landers is revealed as the hourglass in a really bad scene where the same girl manages to run past jill twice in the same direction obviously the hourglass is foiled jill is rescued from certain death and the only funny scene in the whole movie is the final one,0
living just down the hwy from georgetown co i remember this movie well and thought it was great the story seems like something john would do even in real life but there is something that i will always remember most about the movie for those of you who don t live in denver every christmas the city of denver co puts up a fabulous display of lights and decorations at the civic center in downtown denver well as it so happened during the filming of this movie a nativity scene was needed so it was borrowed from the civic center display with permission by the way someone had forgotten to advice the powers that be and it was reported stolen a frantic search began with law enforcement for a few days finally someone spoke up and remembered loaning it to the film crew in georgetown it was returned and put back where it belonged as it turns out it wasn t featured all that much in the movie you can barely see it during the christmas show with the children it did create quit a disturbance though,1
i can t believe i rarely ever see this title mentioned by all you eighties horror freaks and i definitely won t be joining all my fellow reviewers here in saying that bloody birthday is awful viewing on the contrary i enjoyed it very much and i was pleasantly surprised by the ingeniousness and surprise twists it offers don t just refer to this film as being another s slasher because the victims here are rather unlikely and so are the killers we re introduced to three cherubic looking youngsters who were all born during a solar eclipse at the moment they were delivered planet saturn was blocked by both the sun and the moon and due to this the kids are emotionless and seemly without conscience this really starts to show around their tenth birthday as they go on a merciless killing spree granted this stuff is incredibility far fetched and even slightly offensive but seriously who cares unlike many other horror films from this period it at least attempts to bring something original and imaginative for once the kids acting is good and the entire film has a creepy atmosphere and grizzly music the murders sequences are grim and tense and it s always eerie to see them getting committed by angel faced kids i don t know who hired the kids but they did a good job especially the girl and the kid with glasses are highly memorable the bleak images of the heartless trio remind you of classic highlights such as village of the damned the bad seed and children of the damned this film is nowhere near as memorable as these milestones but great fun and not one horror lover will regret watching this bloody birthday was written and directed by ed hunt not particularly the greatest genius in cinema but a pleasantly deranged fella who also brought us immensely entertaining cheesefests like the brain and starship invasions if all this isn t enough to convince you yet bloody birthday has a lot of nudity and not just any nudity but a topless dance act by mtv vj julie brown oh and keep your eyes open for a completely redundant cameo by joe penny later the star of tv series jake and the fatman check it out,1
i watched the babysitter as part of bci eclipse drive in cult classics featuring crown international pictures releases on dvd i think it is a very good film this movie packs a lot of story into a very short time you have hippies rock music bikers lesbians sexual impropriety blackmail and murder all in one spot the lead actors do a credible job and i found the intricately woven plot to be believable and interesting however the supporting cast primarily the bikers delivers a stilted performance particularly when asked to deliver lines with more than just a few words perhaps they used real bikers instead of actors a couple of the characters in particular were exceptionally believable the musical score is absolutely spot on for the times the tempo and for moving the story forward i found the music a real treat i noticed in the opening credits that the movie featured the music of the food i googled them but couldn t find anything in any case george e carey who wrote produced and starred in this movie liked the idea so much of a wayward married man brought to redemption through trials and tribulation and a little help of course that he wrote produced and starred in weekend with the babysitter,1
perhaps the best isabel allende s book house of the spirits describes an alternative chilean history this one full of magic a mystic veil plus some kind of omnipresent sadness this movie gathers a great cast plus a great art direction with a script that cannot contain all this book s quality it s unusual for a nearly unknown country like chile to get so well represented as it is by this movie whose perhaps only sin is to aim too high and because of that left the illiterate public a little upset mostly because they understood very little,1
thank god for the internet movie database when i first got this movie i watched it every night just before before bed and was getting something different out of it every time but no matter how i sliced it it came up disturbing the black and white and all the twitching really freaked me you stare at the screen unsure of what you are looking at and just when you think you got it it becomes clear and it s something completely different the imagery is very disturbing twitching and straight razors do not sit well with me in any movie still everytime i watched it i was interpreting it somewhat differently there is no dialogue ya know so i decided to check the imdb for the plot summary boy that throws me for a loop i had no idea that was supposed to be god now i m going to watch it with this in mind and see what happens,1
yes the movie was that boring and insipid after a certain point i was wanting the croc to eat these people just so we could get the movie over with the plot is that three aussies take a fishing tour up a river in a little boat where the fishing guide straps on a gun he says he just does it for insurance purposes all the crocs have been hunted out of this river he is immediately eaten by a croc the trio then get chased up a tree getting picked off by the reptile in their attempts to escape they spend most of the movie arguing over the best way to escape predictably the one survivor finds the tour guide s gun and shoots the crocodile aww they killed the movie s only likable character where s paul hogan or steve irwin when you really need them,0
the title should have been the walker the guy expend of the movie walking he doesn t know what he wants or what he is go through life stealing peoples identity for nothing he gets no benefit no money nothing pretending to be another person no body was able to understand why he was pretending to be somebody else the only thing that was clear in this movie is that he love his father and was a good son but the rest was crap may be director is a looser that would like to be somebody else but what he really should do is to get a real job because after his movie i don t think he has a chance to make as a movie producer,0
st watched out of dir mark dindal fast paced frantic animation effort by ted turner s feature animation group plays a lot like tv cartoons and leaves a lot to be desired in the area of likeable characters but definetly has extremely unlikeable villains i m not even sure why the kids would like this movie because there are so many references to old movie stars that kids know very little or nothing about mediocre effort at best despite raves on the box comparing it to disney efforts like aladdin and lion king don t let this fool you there is no comparison in story or quality,0
this almost documentary look at an enterprising boy who lives in the body shop area outside of new york is real all the way real lighting real sound less editing in the whole movie than in minute of most movies and while there is very little script there is a story shot in primary colors almost all red white blue and yellow we get a real sense of the life of a boy who is making something from nothing he has a place to live that he makes his own has a good job and is trying to bring his sister into his little universe the people in the chop shop area also give us a look at this culture which i didn t know about they mostly seem decent and pay ale what seems like daily seeming truly concerned about his well being the actor i think playing ale says more with one facial expression than one can imagine this reminded me what a true small movie can accomplish it shows what kids are capable of even without much support and love definitely recommend,1
i love this movie it focuses on both issues reality and fantasy reality because hey we all wanted a date from that popular guy billy and some of us haven t been kissed yet right be honest another real issue is because of the pain people gain from teasing and whoa high school life remember it the fantasy is finding your true love when you re and still in high school not really fantasy but close enough although some parts are unbelievable it was a great movie there are no other words to describe such incredible work and the story was wonderful drew barrymore did a charmingly wonderful job same as the hilarious david arquette the people who worked in the movie are all wonderful didn t i just repeat that never been kissed is one of the movies that the later generations should watch it shows reality and some not issues for people like you and me,1
like the gentle giants that make up the latter half of this film s title michael oblowitz s latest production has grace but it s also slow and ponderous the producer s last outing mosquitoman d had the same problem it s hard to imagine a boring shark movie but they somehow managed it the only draw for hammerhead shark frenzy was it s passable animatronix which is always fun when dealing with wondrous worlds beneath the ocean s surface but even that was only passable poor focus in some scenes made the production seems amateurish with dolphins and whales the technology is all but wasted cloudy scenes and too many close ups of the film s giant subjects do nothing to take advantage of imax s stunning d capabilities there are far too few scenes of any depth or variety close ups of these awesome creatures just look flat and there is often only one creature in the cameras field so there is no contrast of depth michael oblowitz is trying to follow in his father s footsteps but when you ve got shark week on cable his introspective and dull treatment of his subjects is a constant disappointment,1
this movie was terrible i rented it not knowing what to expect i watched the st minutes and the movie and knew it was a bomb the acting was bad and there was no plot the monster is soooooo fake it growls and its mouth doesnt move also why would they have a doctor playing a xylophone to kill the monster just plain bad don t even waste your time out of,0
dr mccoy and mr spock find themselves trapped in a planet s past ice age while capt kirk is in the same planet s colonial period however it s the former pair that has the most trying time besides the freezing temperatures and sanctuary to be found only in caves there is a third inhabitant the beautiful and so sexy zarabeth mariette hartley as spock spends more time in this era he slowly begins to revert to the behavioral patterns of his ancestors feeling a natural attraction to zarabeth and throwing caution to the wind about ever leaving this place only with dr mccoy s constant reminders does spock hold on to some grasp of reality this stand as one of the few times when the character gets to show some emotion and nimoy spock plays it to the hilt coming close to knocking the bejesus out of deforest kelly mccoy surprising to previous installment captain kirk william shatner wasn t allowed to get the girl another plus for this one perennial old man ian wolfe assays the role of mr atoz the librarian responsible for sending the trio into the past,1
ok i ve seen plenty of movies dealing with witches and the occult but this one was just plain weird this movie starts out as this cult of witches led by a really bad orson wells playing the staring role couldn t they have gotten somebody that looked and acted more like a satanist he just did not belong in this movie at all but anyhow the coven takes a new member and stabs a doll that resembles somebody and makes her have a miscarrage the lady that had the miscarrage and her husband go off to a place called lillith on busness and the lady meanwhile is seeing an image of her sister or whoever it is calling to her and warning her to stay away from there and to never use her powers there or she will die the couple after they get settled down in the strange town discover that all the inhabitants are all witches and she becomes nosey and afraid of all of her neighbors and friends then strange things start to happen as the lady discovers a funeral taking place on a hill that suddenly disapears that was creepy as well as seeing the little boy belonging to orson wells at the playgroud that he later asks the lady to help him bring back to life the lady soon tries to escape the town but only to find herself traped by it s inhabitants and powers and finds herself ignoring all of what the spirit tries to warn her about this movie is ok it s has it s moments of suspense but it really could have done much better than to have orson in there,0
wow as a big fan of larry mcmurtry western tales and the lonesome dove series in particular i was s o o o looking forward to comanche moon what a tremendous letdown maybe my expectations were set too high because of the all around excellence of lonesome dove the story the characters the cinematography the music it all worked comanche moon by comparison comes across like a bad saturday night live skit the characters are completely colorless the dialogue is babble and the plot meanders mindlessly all over the place it seems like the actors are all reading from teleprompters i couldn t relate to any of the characters good guys bad guys not even the incidental characters david midthunder s performance stands out in particular it looks like it was plucked out of an eighth grade middle school performance i m sorry i d like to find something positive to say about comanche moon but i just can t do it there s nothing there,0
i saw the reader at a film festival in manhattan this week it touched my heart in a way that few short films have done in ten or so minutes it tells a poignant two character story that resonated deeply with me duncan rogers has done a superb job capturing very real tender moments on film what i really admire about this film is that the director has chosen a story appropriate to the short format these are genuinely interesting characters and their story is told in the perfect length of time this is no small feat haven t we all seen shorts that are simply longer stories squeezed to fit the format or stage stories that weren t properly adapted to screen i applaud the reader for really doing it right and i encourage anyone who is interested in film and in storytelling to look at it seriously worth every moment,1
in general i like dinosaur movies but this one is pure crap no script no dialogues no acting and the brave colonel rance trying to show he is tough and so curving his mouth resembles as a twin brother the stupid proctor from the police academy so this was a complete waste of time fortunately not waste of money as i saw the film on tv and i really cannot understand people who graded this sh t they must ve joked my advice if you see this title run from it,0
it s bad for ya really showcases more of george carlin s talents he really is still as sharp as a tack it is a shame that we lost him this past year but his comedy will forever live on this stand up special is literally one of the funniest i have ever heard a comedian perform even though he is making fun of small children it just makes you laugh the way he says some of the stuff it is true that carlin can literally make something that seems unfunny and turn it into one of the funniest things you have ever and will ever hear i really enjoyed this stand up particularly from carlin and recommend that those that liked this check out more of george carlin s stand up,1
i m afraid that you ll find that the huge majority of people who rate this movie as a are highly christian i am not if you are looking for a christian movie i recommend this film if you are looking for a good general movie i m afraid you ll need to go elsewhere i was annoyed by the characters and their illogical behaviour the premise of the movie is that the teaching of morality without teaching that it was jesus who is the basis of morality is itself wrong one scene shows the main character telling a boy that it is wrong to steal and then the character goes on to say that it was jesus who taught us this i find that offensive are we to believe that thou shalt not steal came from jesus i suppose he wrote the ten commandments and stealing was acceptable before that i rented the movie from netflix i should have realized the nature of the movie from the comments oh well,0
those people who told me this movie is good shame on them this film is for an audience who has no problem to watch everything especially when it s all about tough guys guns chasing heists i d compare this movie with the inside man the same loss of time i m tired of copy and paste movies and i m discontented but what can i do fans of that types of movies are much more if you want to watch good movie from that type i will recommend to you lucky number slevin i m not mean i just dislike this movie weak actors weak script weak action probably someone else will like it many people many tastes however for me chaos is tasteless,0
the story concerns a genealogy researcher mel harris who is hired by her estee lauder like cosmetic queen aunt her aunt by marriage we are left to presume is trying to track down her long lost family in europe all they have to go on is a photo of a young girl standing by an ornate music box the researcher heads to europe and conducts her search in places like milan budapest and vienna the scenery is the real thing and is actually shot on location unlike a murder she wrote where jessica is supposed to be visiting a far flung locale and lansbury never left burbank anyway she meets a young man who is also searching to solve a family mystery of his own and they team up to track down clues and menace bad guys the dialogue particularly the romantic dialogue is terrible i watched this because of the scenery but the script was so bad that i stayed on just to see if it would get worse it did acting was also off i can see why mel harris s career never really took off after thirtysomething but she is adequate seems too old for her co star though but the supporting players are straight out of the community playhouse i also lost count of how many times they say budapest to each other yes it is pronounced bood a phesht we know okay i realized halfway into the film that this had to be one of those harlequin movies and sure enough it is guess that says it all,0
i like the concept of csi but the show is spoiled by some seriously wooden acting the medical examiner has the best lines and delivers them in an arch offhand manner that livens up the story unfortunately he has little screen time also why does jorja fox always look and act so utterly unhappy i know that forensic investigation is a very serious business but the characters for the most part seem to confuse seriousness with humorlessness and a complete lack of personality i can t imagine dating either sarah sidle or catherine willows what would you talk to either one about i m waiting for the episode when at the end of a shift catherine picks up a remote control points it at grissom shuts him down and wheels him into a closet until the next day,0
for a comedic writer woody allen really lets the paying viewer down with this meager attempt at character development there are a few entertaining moments but no more than one would have listening to their dryer tumbling tennis balls will ferrell wastes his time in this movie which fails to showcase his usually funny delivery amanda peet did well but again didn t have the room to move in this otherwise corpse like movie the movie is so heavy and dull that it cannot be carried but if it were carried radha mitchell did it if you enjoy movies that go on and on in one scene and don t really accomplish anything but to show that their writer can write a few lines of snappy dialogue on occasion then you ll love this movie,0
most people get the luxury of typing in the title of a film and finding out about the film before watching it but unfortunately i ve just never been one of those kind of people i wouldn t even read the synopsis for fear of spoilers but there are two sides to that because if you ignore such warnings and even give a film a chance after it has flopped in theatres you re entering at your own risk and might just end up with a bad taste in your mouth which is exactly how i feel about this stupid movie honestly the only thing good about shakalaka crap crap are some of it songs and seriously excluding the title track even the ever promising kangana renaut s talent metro gangster woh lamhe is seriously wasted here as she plays ruhi the woman who has captured the attention of both the leading male characters played by bobby deol who plays a j a rootless music producer and upen patel who plays reggi an upcoming artist who crosses a j s path celina jaitley provides the right amount of oomph required of a socialite who gets jilted by reggi whom she helped get his foot in the record industry s door this doesn t sound like a mix or movie that should include anupam kher right well you re wrong because he s in it as reggi s father another wasted talent the film might not have been so bad had their not over killed the writing behind deol s character the moral message was too preachy revenge had a deadly dark side and the ending was way too overblown that it will make you wonder why you sat down to such a foolish movie in the first place truly this is the epitome of crap,0
an object lesson in how to make a bad movie which masquerades as horror without going in too close i would imagine this is the results of a bunch of film school students all adding bits to the story and then actually acting in it its like a film workshop of some kind and its a film badly in need of an editor in which case it would have lasted minutes the director of this garbage probably had more money than sense consider the number of submitted scripts or even unreleased films which would have benefited from this the so called granny who was killing people in some pretty stupid ways looked like christopher lloyd in back to the future or maybe the musicians johnny winter edgar winter it starts off with minutes of crass boring nonsense spouted out by the students something about paranoia giving this rubbish is because it can t get any less it has not one single redeeming feature and when one of the girls thinks the body on the floor covered in blood is the guy fooling about she has to actually taste the red stuff before she knows its not tomato ketchup its an insult to the intelligence of an idiot,0
i ve just seen a couple of episodes of eleventh hour but i must say that they were enough to impress me this series is just so impressive and interesting i m definitely going to follow it first of all i must say that the acting is top notch patrick stewart plays his character ian the scientist believably and coolly and he makes the audience believe in the character other characters such as rachel are also believable and although they sometimes are a little cold due to the way the series is filmed they re interesting the stories told by this series are also interesting for example one of the episodes i saw was about cloning and a man who was trying to clone humans the way the episode was developed and how ian stewart kept following clues and saving people was amazing in addition it made you think about ethics and how good or bad could this be anyway i think this is one good tv shows i just hope it keeps going on like this interesting thought provoking and with good acting even though it s filmed in a kind of cold way little lightning cold photography lots of close ups it never stops being interesting highly recommendable,1
a great ensemble cast a fond remembrance of younger carefree days this movie takes me back to when i went to summer camp indian summer while full of practical jokes and pranks is about growing up and coming to terms with life with middle age life my family i thoroughly enjoyed this movie,1
the famous international conductor daniel dar us michael nyqvist has a heart attack with his stressed busy professional life and interrupts his successful career with an early retirement he decides to return to his hometown in the north of sweden from where his mother left when he was a seven year old sensitive boy bullied by conny and other school mates to live a low paced life he buys an old school and is invited to participate in the church choir by the local shepherd stig niklas falk but the reluctant and shy daniel refuses in the principle however he gets involved with the community and feels attracted by lena frida hallgren a local woman with a past with the local doctor his music opens the hearts of the members of the choir affecting their daily life the slow tore andr sj berg has the chance to participate in the choir inger ingela olsson the wife of stig releases her repressed sexuality gabriella helen sj holm takes an attitude against her abusive and violent husband the gossiper and frustrated siv ilva l f opens her heart against lena the fat holmfrid mikael rahm cries enough against the jokes of the businessman arne lennart j hkel even daniel starts loving people and lena as the love of his life when they are invited to participate in an important contest in vienna daniel finds his music opening the heart of people making his dream come true s som i himmelen is a touching and sensitive movie with a very beautiful story it is impressive how director kay pollak and the screenplay writers have been able to develop a great number of characters in minutes running time the performances are top notch supported by magnificent music score and at least two awesome moments when gabrielle sings her song in the concert and certainly the last concert in vienna with the audience jury and everybody participating in the melody and daniel making his dream come true like in teorema the stranger changes the lives not of only a family but of a conservative community further like many european movies the open conclusion indicates that daniel actually died at least in my interpretation reaching peace with the success of his music my eyes became wet in these two scenes my vote is nine title brazil a vida no para so the life in the paradise,1
this was the very first movie i ever saw in my life back in or i was years old at the time and saw it at a drive in theatre i did not grasp that this would be a classic at the time i went to sleep about twenty minutes into the movie after seeing it on the television along with two of my other favourite movies car wash my favourite movie and the wiz which seemed to come on every year about the same time all together about times i knew that here was a movie that i would have as one of my favourites those three movies were the only live action shows that i could watch as a child i would not consider this to be a blaxploitation movie but rather an urban interest movie cochise and preach reminded me of some of my uncles especially the wild irish rose that they drank my mother also told me about some of the quarter parties that she attended and that some of the things that occurred in the movie were similar in nature to what occurred in real life if you are one of the two or three black people over thirty who hasn t seen this movie yet then i recommend that you buy the dvd right now i m glad that i was around to witness some of the goings on of the era,1
this is absolutely the worst movie i ve seen all year first i will say that the acting was very good and by all of the cast this was apparently meant to be very offbeat and in that regard it succeeded by the same token the story revolves around a self centered wannabe who is a clueless talentless chronic liar whose source of self confidence comes from a pair of leather slippers this was worse than watching a car wreck,0
when childhood memory tells you this was a scary movie it s touch and go whether you should revisit it anyway i remembered a scary scene involving a homeless person and a cool villain played by jeff kober the first power is not a very good movie sad to say it s chock full of those cop clich s and a very poor script with holes a truck could drive through along with countless convenient twists that help the story run along lou diamond phillips is the over confident bad ass cop who sends baddie serial killer kober to the gas chamber only to find out he was a minion of satan himself and now has the power of resurrection along with the power of possessing every weak minded person who he comes across through in the mix a very poorly realized psychic who helps with the case ahhh this is trash but enjoyable as such especially if you have fond memories of it it scared me as a kid and that scene with the homeless person is still pretty good as for any kind of logic here forget it just about every scenario is thrown in for good measure and you end up with a cross between a steven segal action flick and a s demonic flick and who on earth thought it was a good idea to cast lou diamond phillips in the lead here needless to say he s not convincing at all but he tries his best and i ve never had the problem with the guy so many reviewers here seem to have as for tracy griffith as the psychic the less said the better but kober is pretty good as the killer always liked that actor the first power may be just what the doctor ordered after a hard day s work and a brain switch off is needed beer will most likely enhance the viewing experience and i ll definitely have loads of it the next time i give this movie a spin all in all not a good flick but a somewhat guilty pleasure for nostalgic fans who were easily scared as kids see you around buddy boy,0
they should have called this movie adopted mouse brother that is slightly inspired by someone s vague recollection of stuart little who just kind of skimmed the book a little but mostly just remembered the cover if it wasn t so misleading i d give it a better review but seriously people do your kids a favor and have them read the book they might actually learn something instead of having their mind numbed by what we all know as hollywood film the book stuart little isn t about a mouse it s about a person who happens to be very small and mouse like he s born to his parents not adopted the book is about his life and his eventual departure from home and the journey he embarks on there is a cat named snowball who thinks he s food and wants to eat him but snowball can t talk in the movie they screw all of that up i think the only things that they kept from the book were the boat race and the names,0
crazed shotgun toting incest driven revenge seeking truck drivers obsessive control disorder daddy raped me when i was handcuff carrying all latex wearing prostitutes is just a few of the character you will be introduced to in this complete disgrace of a movie that can easily be viewed on any cable tv station ie skinemax at am on sunday nights and yes i know that was an entire sentence but bare with me people this is a long winded review for a short pointless film filmed in somewhere canada with almost no budget the plot to this freak show is trite the police in it obviously never heard of state jurisdiction because they end up chasing both miya hookers and trent idiotic anal retentive generic insecure college student all across the u s and i thought only the fbi could do that the camera is shaky the sex scenes are mediocre and the acting is so bad it might actually cause unintentional acid flashbacks to movies like ishtar and leonard part as far as the skin scenes go which is the only reason to even rent this movie don t even think of buying it there are two of them the first one is the only one worth watching though which is the dominatrix sex scene with kari salin and insert unknown actor here he s obviously done nothing else worth noting in a seedy disgusting motel room the kind with the busted sink that drips and the soda machine outside that only has blue tonic water left in it it s all s m riding crops handcuffs hot wax and underwear licking folks and in the end he gets left in a motel room with no money and cops waiting at his door that s goes to show you guys don t let a hooker tie you up in a middle of nowhere motel room sadly though kari shows no skin worth remembering and that alone can cause deep seeded traumatic experiences for some gentlemen so that is definitely a downer towards this flick as for the ending snicker snicker i know you probably wouldn t mind if i revealed it to you but i won t you should spend your hard earned money for that one all in all i give it a for action a for skin see last paragraph and a for acting character development or intricate plot twists laughing man,0
